Deliverable 1
Alpha: 0.0
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
0.1,-264.1681631434888,413.97602690033955,190.25727763792142,26.126809787046525,-13.718750953026815,-3.241683633029198,-8.50679839599214,130.4927801051781,-5.558417783862863,2,10216.515573696324
0.1,-269.1876026962045,433.5647963949095,178.18678172124388,24.082623094271128,-15.048349278146496,-2.929259398751365,-6.489907255285917,133.74379922058455,-0.47179864820336714,3,8827.13379706852
0.1,-279.41616161447945,411.7777689637734,206.07039634438738,21.037482496844596,-8.909350142926307,-1.4051088520735364,-4.859239922822255,116.87948952879242,-6.497021441794743,4,8702.87047622711
CV: ,49949.62176625307,Lambda: ,0.1,Alpha: ,0.4
1.0,-269.6050332697999,384.4941325279031,217.5276074532418,21.199409155985347,-6.7928178885935155,-6.35557883309179,-5.355524218624182,127.54484031025557,-2.604106766292981,0,11007.826378120368
1.0,-285.07414127170256,444.7101613340094,191.57995122733095,23.582090540342055,-10.066101995009939,-2.7107886742171616,-0.7321991828807436,128.3600794543058,-3.0984186597263936,1,11038.10779507009
1.0,-262.4572645830418,374.1538227816781,228.49032187699822,24.37066821805064,-13.952718871529974,-3.0119637088845073,-8.396403819908452,130.13472392215448,-5.948530062064198,2,10304.671165029966
1.0,-267.96514094774426,390.2816697129772,220.21510281748823,22.289329246660905,-15.118183643484366,-2.70720445346217,-6.460807081539844,133.3656746597819,-0.8016814002094795,3,8830.454946020569
1.0,-277.9299561285675,375.8346080105939,240.5695751789894,19.572373795997578,-9.09217100658112,-1.2542001582981441,-4.8631442481963445,116.49253678739493,-6.825056387169577,4,8765.57052322417
CV: ,49946.63080746516,Lambda: ,1.0,Alpha: ,0.4
10.0,-254.1960359814015,312.0605122432167,274.73000033285257,19.406348783848856,-7.742070612577034,-5.49406211695489,-4.477190563055542,124.88089623649918,-2.6541199562737856,0,11181.90595595355
10.0,-267.92053264027106,339.20384294738847,279.83764669833795,20.465234116100827,-11.03583075547171,-2.094107631703991,-0.5991980737619484,125.54043667297195,-3.7589885362376982,1,10841.928990273433
10.0,-247.55169994831002,309.55917807545603,278.22345567107374,22.051574402353815,-15.22309752065907,-2.207620715295767,-7.926660140590019,128.24723830892916,-6.8586879394174085,2,10893.415899178388
10.0,-254.0707958129465,318.8261035194305,277.68219371352484,19.888729831976026,-16.34194831424719,-2.181759195911243,-5.8208738073120925,131.37159823998786,-1.6252290686330837,3,8852.73001571876
10.0,-262.7240351321558,316.6829186530482,284.4580136756901,17.741530517486144,-10.186661377891468,-1.1597468124350898,-4.65470016711058,114.40125898776282,-7.486543096431995,4,9032.349199916933
CV: ,50802.330061041066,Lambda: ,10.0,Alpha: ,0.4
100.0,-151.64533397195467,241.2113186553804,238.84952198820022,24.140976106250452,-12.597788915853053,-2.534520559038501,-0.03640981377834888,107.81008326013661,-0.7655285270499776,0,18684.298753395306
100.0,-152.24685896820583,252.72633991906304,245.13155705267386,23.532493920889628,-15.240706703167318,-1.8118618284347117,1.962670445209109,108.54530508978644,-4.9795332886731085,1,17984.292019919776
100.0,-148.43973340311769,242.44677182139347,240.86587434581176,22.497034202698725,-21.1627486551096,1.1644342741571951,-5.070941073897006,114.48369005368174,-9.201558388193934,2,19315.025402412626
100.0,-156.2668630950599,249.6681854105166,244.17249353719077,20.80469223575033,-23.630210397719225,-0.46438590532798696,-1.2871583336352488,116.92632889921867,-4.048353190820024,3,12845.890488359903
100.0,-158.78364326231014,247.99612054673085,243.8134794201128,18.638580202285222,-15.171152066385932,-2.1864355164726135,-3.078893200876422,99.65798165784994,-8.486478949982152,4,15544.863534909047
CV: ,84374.37019899666,Lambda: ,100.0,Alpha: ,0.4
1000.0,11.11136905913511,117.14359949983273,117.83416772351731,18.384137358315648,-6.563231886498198,0.0838462014231886,4.358792401944744,50.98383707706654,1.6574043972627361,0,77459.80622846069
1000.0,16.81046771603741,119.87390440982314,119.55055480542815,16.356406342253432,-7.489430832915898,-0.819342577234501,2.9227045316106746,50.97532020588048,-2.7687307333252877,1,74628.24941261703
1000.0,11.000592151628938,118.6498154756665,119.15009627539419,14.208111387456729,-14.172715911333606,2.818499243801987,1.6285343421833485,57.06686998047395,-6.779193204646174,2,69068.36989397502
1000.0,6.756955842039618,121.67041314504903,121.42876782002884,13.418468568143993,-16.175757699211605,1.4141732356547403,2.2946703821324617,57.23287152513892,-3.644959081692205,3,49159.572957080396
1000.0,8.621835602373363,119.01274959099568,118.78878693786157,11.230750452900057,-7.527197190074515,-3.689224018043602,-0.8610874903379075,45.682982414661744,-4.304149756561641,4,73687.82242941365
CV: ,344003.8209215468,Lambda: ,1000.0,Alpha: ,0.4
10000.0,12.061780631283138,25.707333235754458,25.85086673121255,2.8967193734970293,0.0,0.0,0.5353165098104405,8.30031208528396,0.0878644339688231,0,184676.09848059417
10000.0,13.366866521007939,26.33553057022078,26.3690810678367,2.368466115012152,0.0,0.0,0.0,7.805097910889454,0.0,1,160330.35516059474
10000.0,11.931852992979097,25.937945865374044,26.031922494632244,2.2035078486563355,-0.8219017742577823,0.0,0.7785774750874751,9.100993604293834,-0.4413530048166181,2,164957.41431711987
10000.0,11.116724847548696,26.21119607621148,26.238937591524753,1.7995975474367056,-0.826418627423844,0.0,0.0,8.746865000864197,0.0,3,140579.44214280203
10000.0,11.605878602005564,25.75751670302816,25.769867845820475,1.5338525668959804,0.0,-0.7102767415447754,0.0,6.489602370318119,0.0,4,184513.18830189187
CV: ,835056.4984030027,Lambda: ,10000.0,Alpha: ,0.4
100000.0,0.9200647828401817,2.3427464689189184,2.358210094293455,0.0,0.0,0.0,0.0,0.2388768280327384,0.0,0,229176.80272140875
100000.0,1.0722944209463743,2.4201375275549233,2.424662987286005,0.0,0.0,0.0,0.0,0.16585099783980228,0.0,1,192108.9546960001
100000.0,0.9045510683116834,2.3665265568307623,2.376655537871013,0.0,0.0,0.0,0.0,0.3104756899616531,0.0,2,206108.73454787975
100000.0,0.8121957925748396,2.388558454902631,2.392246335079189,0.0,0.0,0.0,0.0,0.2587304425319092,0.0,3,181993.53156299656
100000.0,0.8677270850686769,2.341502210116079,2.3434365409209073,0.0,0.0,0.0,0.0,0.011938564754321429,0.0,4,226663.38691396528
CV: ,1036051.4104422505,Lambda: ,100000.0,Alpha: ,0.4
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,233850.9478515625
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195389.66953125
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,210467.90499999997
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,186325.69704101572
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,230786.97954101564
CV: ,1056821.1989648438,Lambda: ,1000000.0,Alpha: ,0.4
"
"
Alpha: 0.6
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
0.01,-271.47492339638154,434.1654148715159,169.5923614024471,23.192969313945603,-6.676120634555321,-6.723160425463799,-5.59841689275208,128.170870508154,-2.383752007558111,0,10996.636251363747
0.01,-286.61618123728005,520.9979434507903,116.838298176047,26.555902349563244,-9.883443203678468,-3.1896450735795674,-0.529719460877193,129.12191644065064,-2.731479790257471,1,11233.742300267737
0.01,-264.34094504395716,420.0234165970495,184.36352114197257,26.397375575299538,-13.689773614957993,-3.2734500277960255,-8.521523683786143,130.5380459497714,-5.501223328861145,2,10206.845962965626
0.01,-269.28846325476235,440.03735395908103,171.82006083974355,24.354728494719907,-15.045732302498806,-2.961384375618412,-6.490153605717771,133.7911471961879,-0.4244348358849546,3,8827.440566747242
0.01,-279.55001845211865,417.2674017950964,200.70773958589754,21.265575744310983,-8.88740826425827,-1.429269966553073,-4.8570674178461415,116.92820807365138,-6.447882331337185,4,8694.642894577308
CV: ,49959.30797592166,Lambda: ,0.01,Alpha: ,0.6
0.1,-271.21006123978174,424.2065536969368,179.31282250429888,22.78353339287429,-6.6926612298782855,-6.65237323446423,-5.554350847720372,128.06034316864086,-2.4303456916877635,0,10996.856380112275
0.1,-286.43767908330153,505.6324092148598,132.02481045064107,25.94808701668392,-9.913830753106872,-3.092853512826785,-0.574227261727823,128.9836744239117,-2.804076223242678,1,11191.820195332992
0.1,-264.0680566651967,410.67692346809827,193.46666414279076,25.97954572606431,-13.73507587938906,-3.224224276357181,-8.498707672469157,130.4675366409597,-5.589827346973892,2,10222.108997240626
0.1,-269.1268880023496,430.02878358950926,181.65936730081077,23.93431518491724,-15.050393544866466,-2.9117079944463526,-6.4895628740918125,133.71735280030387,-0.49788506359118617,3,8827.078753455116
0.1,-279.336987686008,408.81326229851555,208.95943698387933,20.914703779729585,-8.921737390792877,-1.3922156668692593,-4.860371055590812,116.85246604501029,-6.523707020407333,4,8707.439474624813
CV: ,49945.30380076582,Lambda: ,0.1,Alpha: ,0.6
1.0,-268.6964952185927,371.0546818752505,230.0961698074427,20.696448031144513,-6.850627497722987,-6.246450751478824,-5.274024855923879,127.3211626766821,-2.6559650693976335,0,11015.656792939499
1.0,-284.18025576485707,424.4012722387166,210.99324198399282,22.823581461668102,-10.139270417308554,-2.585600225925097,-0.7735548671681652,128.10179918280505,-3.2019936125837627,1,10990.018816061222
1.0,-261.5635217218285,362.09277516187007,239.69179190878168,23.856073597803547,-14.052475342933157,-2.9296355607603486,-8.354868208120196,129.9871280227602,-6.076158046036136,2,10345.006167328846
1.0,-267.2275408456617,376.89728372952857,232.85261647867102,21.752631551194582,-15.17475732347028,-2.634422992768111,-6.4344535204203,133.20849914489378,-0.9130315668506265,3,8832.438715551643
1.0,-277.0833071874143,364.9722714778673,250.59625840198387,19.148665633842832,-9.17371471825399,-1.2139962790232623,-4.858285067210083,116.3315498928231,-6.9289812794750905,4,8788.675768981862
CV: ,49971.79626086307,Lambda: ,1.0,Alpha: ,0.6
10.0,-246.28161277266096,302.18228880952034,276.66591490821406,19.66622978917496,-8.221323502895299,-5.236088578257563,-4.125966981211135,123.69520037537987,-2.543441196132373,0,11346.515708505987
10.0,-258.80993033223183,325.9739399848642,283.8521664059805,20.53050446238753,-11.481463625086946,-2.044768823533456,-0.40112248867093186,124.34269242842872,-3.916457220943146,1,10922.40177139669
10.0,-239.9310737463846,300.5960093952127,279.4566600986043,21.970730676183553,-15.797644677123223,-1.9087297739835967,-7.7316750154629466,127.3623775541172,-7.1131579478382685,2,11232.964147179402
10.0,-246.6695184310649,309.2057769145627,279.8236862938608,19.82535491841314,-17.011088246295678,-2.0427904920582263,-5.468922048897714,130.43999587641534,-1.86943685611377,3,8903.85971934941
10.0,-254.75709899180274,307.9927263283284,285.06923190472736,17.73060509237801,-10.69416617867246,-1.2232363575905234,-4.536066367694804,113.4192750209806,-7.638903611067182,4,9202.25681541998
CV: ,51607.99816185147,Lambda: ,10.0,Alpha: ,0.6
100.0,-117.90161942574024,221.58571540159556,220.61764919275274,25.22721742188757,-13.46306491421944,-1.7232389073276853,1.191807215280029,100.85792722140809,-0.16015412899187909,0,24020.121802653073
100.0,-115.55337537832409,230.71112813069405,225.6367530082099,24.144502395014584,-15.825511234503205,-1.778177895109887,2.729529612826399,101.60605142111079,-5.200044344023234,1,23348.35134773091
100.0,-115.59276098063141,223.20100359328296,222.68886268641546,22.39328214839894,-22.306143580424017,2.159347574894257,-3.9910997045582772,108.29104203062263,-9.716076649291324,2,24262.73015995052
100.0,-123.3345661792469,230.06230814393848,226.33394449178033,20.893614283730237,-25.121162706490658,0.0,0.0,110.45480396546651,-4.6837754832672465,3,15927.527837127407
100.0,-124.33322812644533,227.7691540970431,224.94690667527985,18.611607297349067,-15.966450907814759,-2.637112125501994,-2.6692519421992844,93.36297596687564,-8.52623690760612,4,20190.26796141345
CV: ,107748.99910887536,Lambda: ,100.0,Alpha: ,0.6
1000.0,20.267403266084965,96.50963881947233,97.09720653131919,15.100109566289246,-4.231626066165871,0.2541647923879292,4.09295720091226,40.18877818063048,1.831940113195613,0,94421.4270750964
1000.0,25.090848491311835,98.70007309119148,98.58176880736008,13.288188478290875,-4.926080454627862,-0.8776890822666762,2.503550839434558,39.859773066815954,-2.104558480994611,1,89566.36777220832
1000.0,20.058348010433125,97.70597666984902,98.11436948804108,11.67194366874454,-10.75498049600192,2.3754905632544023,2.417646562144767,44.93946016640445,-5.509194420585413,2,83561.61960258827
1000.0,16.712382667398714,99.87907710890673,99.7948470655256,10.899444227971328,-12.12836806863183,1.457772340753292,2.0680042961934486,44.76976860137737,-2.9679215952868265,3,61719.407216198124
1000.0,18.351356405860386,97.69966309285292,97.59447818039988,9.116821728565032,-4.841715377015797,-3.6372163960739767,-0.8472221957994956,35.34880129008041,-3.274088732185653,4,92023.18222863805
CV: ,421292.00389472913,Lambda: ,1000.0,Alpha: ,0.6
10000.0,9.00967380379307,18.235721099898182,18.333378283846464,2.1598945531131104,0.0,0.0,0.5395081017979151,5.868606500805101,0.2459740439697599,0,197911.18790544439
10000.0,9.92734847371922,18.68661245945638,18.711035325212457,1.7873217664741872,0.0,0.0,0.035164413927957765,5.49108125945866,0.0,1,169874.50359661583
10000.0,8.918461345421344,18.391934243882567,18.45581696033224,1.6964343581232924,-0.644179022086786,0.0,0.7621115850097389,6.387669206527525,-0.4470215138111356,2,177194.06982086174
10000.0,8.353291283531908,18.565466122010406,18.585476207069828,1.3954805067073919,-0.6170275536828175,0.0,0.0,6.119454588165111,-0.014219408673785969,3,152774.54604950978
10000.0,8.691574384943989,18.256931320768203,18.26614062384297,1.2287107587796184,0.0,-0.6888017799239861,0.0,4.567363929264449,-0.011048146160104123,4,197082.0389601696
CV: ,894836.3463326013,Lambda: ,10000.0,Alpha: ,0.6
100000.0,0.7858521597081065,1.7355437828297755,1.7458476541947543,0.0,0.0,0.0,0.0,0.32572129425068813,0.0,0,230306.58190569008
100000.0,0.8879867943611207,1.7876421951683297,1.7906559192243425,0.0,0.0,0.0,0.0,0.2766121475703947,0.0,1,192906.75562726246
100000.0,0.7755754280077812,1.7514597664194635,1.75821021422706,0.0,0.0,0.0,0.0,0.3733832108418524,0.0,2,207168.3361569896
100000.0,0.7138227846077471,1.7660910007620698,1.7685487081167781,0.0,0.0,0.0,0.0,0.3385854968410333,0.0,3,183029.92383054877
100000.0,0.7508920535618835,1.7346564381277867,1.7359447012359535,0.0,0.0,0.0,0.0,0.17354643145649754,0.0,4,227596.426588233
CV: ,1041008.0241087239,Lambda: ,100000.0,Alpha: ,0.6
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,233850.9478515625
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195389.66953125
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,210467.90499999997
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,186325.69704101572
1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,230786.97954101564
CV: ,1056821.1989648438,Lambda: ,1000000.0,Alpha: ,0.6
"
"
Alpha: 0.8
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
0.01,-271.4652104384378,433.78920588619235,169.95988039843792,23.177476370984166,-6.676734431512795,-6.7204972584192335,-5.596768937463674,128.16672878540376,-2.3855253672860783,0,10996.625107172797
0.01,-286.60990404188374,520.3789002420892,117.45103898444444,26.531358816226202,-9.884627197994282,-3.185748131019234,-0.5315433708893701,129.1164568937829,-2.7343994046635256,1,11232.025374397936
0.01,-264.33087192719626,419.6655459829702,184.71246985388524,26.381361356071153,-13.691485564948865,-3.271582298858535,-8.520663916963752,130.5353816243796,-5.504612552905496,2,10207.40349359073
0.01,-269.2826987047602,439.62917322820846,172.2221521722248,24.337549228678245,-15.04584730050662,-2.9593743478817576,-6.490175500339061,133.78823643174252,-0.4274144231845824,3,8827.415214813718
0.01,-279.54224370161825,416.9394538740739,201.0283377485891,21.25194483954406,-8.888715379096306,-1.4278303533222838,-4.857208383486989,116.92532418226764,-6.45082430210636,4,8695.125882295946
CV: ,49958.59507227113,Lambda: ,0.01,Alpha: ,0.8
0.1,-271.1131294700447,420.8718285040688,182.55949879305493,22.647219455529008,-6.6987841518189555,-6.628509345567969,-5.539316768859541,128.02226247262624,-2.4458264496514683,0,10997.15125332153
0.1,-286.36806350448995,500.48491189571223,137.10247321446514,25.74518699618608,-9.924549320596592,-3.0605169760464355,-0.5889249889697319,128.93628062108323,-2.828551719365838,1,11178.090683487811
0.1,-263.9689985243307,407.5791515863826,196.4751165882258,25.84149407269308,-13.750791231766744,-3.207651547525779,-8.490996517733825,130.44329977113506,-5.6194442921244,2,10227.59177005418
0.1,-269.064980577596,426.6927785286458,184.93092810265833,23.79461996271654,-15.052769778068988,-2.8950910238941554,-6.489009200953583,133.69188135290304,-0.5226119642310482,3,8827.091490199955
0.1,-279.2572534722876,405.9978261206591,211.6986197598321,20.798317674563602,-8.933796051925649,-1.380029984609646,-4.861371930990708,116.82630508634531,-6.54909954763297,4,8711.864434812112
CV: ,49941.78963187558,Lambda: ,0.1,Alpha: ,0.8
1.0,-267.79997711527096,361.07982399205304,239.2027218379117,20.343041791678957,-6.907646712654318,-6.159924499328625,-5.204580240439807,127.12501232791287,-2.689910202842958,0,11023.361066388263
1.0,-283.25431779155053,409.50803692673804,224.95840009337962,22.285659902348815,-10.206300085268271,-2.494847214073297,-0.7966395177643318,127.8811858935225,-3.280968402020189,1,10955.232590295305
1.0,-260.6872755330951,353.1878070304918,247.7436063462852,23.485908700220673,-14.14244935108329,-2.861307620521637,-8.31927497268896,129.85544442769609,-6.1755877569034965,2,10382.100460844147
1.0,-266.47079582904763,367.0276418946145,241.95866475642111,21.36720059062585,-15.236822528063108,-2.5781002839008256,-6.404543228677837,133.0685840434331,-1.0003909625341252,3,8833.746051601824
1.0,-276.22994204135534,356.92446261565084,257.7972201863319,18.845379115139163,-9.248684824922274,-1.18710368709314,-4.85104081008851,116.18705290804678,-7.0084140455263295,4,8807.91742183546
CV: ,50002.357590964995,Lambda: ,1.0,Alpha: ,0.8
10.0,-238.72789198905656,295.182918932851,276.04518180912555,20.010083456121134,-8.666824960050846,-5.006794061180845,-3.799241781710571,122.56215251991532,-2.4247524519938612,0,11562.850387009708
10.0,-250.12070170166092,316.8964086289817,284.1017433765303,20.726318393600334,-11.889522826333131,-2.019632066558017,-0.20250942893298426,123.2046040571917,-4.047654430223662,1,11075.170472964019
10.0,-232.6557615225397,294.1453411155544,278.486194891408,21.984055234077793,-16.328187826931362,-1.6347224831377047,-7.546323214543375,126.50409482665589,-7.333707832278761,2,11600.59203835057
10.0,-239.56766676778503,302.4084766821174,279.4116502665907,19.862830206303187,-17.641505216317835,-1.9204440218273366,-5.1319655424638055,129.53715758670555,-2.084214742444723,3,8989.1712975264
10.0,-247.1350728049447,301.5896886373406,283.7051263376843,17.794255237350914,-11.161372864434043,-1.294062618881016,-4.422334484002845,112.47130683976529,-7.7632938148857145,4,9408.772188031138
CV: ,52636.556383881834,Lambda: ,10.0,Alpha: ,0.8
100.0,-92.85241978760236,206.40234868975858,206.10143493027292,25.668913769671992,-13.717733724180855,-1.1590618043167475,2.1940344727311802,94.94042479978212,0.2385437453010802,0,29145.239539218055
100.0,-88.79627904552733,214.01120884340352,210.27818999089598,24.25319876110242,-15.859394429074941,-1.7423473073153977,3.2246299346754093,95.6946455561271,-5.265516544167758,1,28474.901880131954
100.0,-91.14119235613785,208.2150898316055,208.18134781758468,22.068953382373135,-22.719503326761128,2.813188971029468,-3.1037693913041053,102.799310117401,-9.953208646885011,2,28809.616934175552
100.0,-98.64784453545732,214.70796436203904,211.94206258866205,20.72257597909189,-25.722700745842953,0.41896951864257476,0.8490716476035102,104.716136234617,-5.062016111717164,3,18914.033471353963
100.0,-98.69476459279677,212.02811333543733,209.93396614044823,18.33714814781203,-16.11991839942637,-2.989225468353456,-2.3932237061816695,87.91315906329444,-8.407821329957812,4,24764.542741923113
CV: ,130108.33456680264,Lambda: ,100.0,Alpha: ,0.8
1000.0,23.03209044536904,82.7237980005645,83.22491060604365,12.787354636497582,-2.8548359095848688,0.31645725042573003,3.736665817922006,33.28237917817725,1.8409125538836135,0,107643.06775338101
1000.0,27.189014600284175,84.59505606854859,84.55610353412744,11.179829830614468,-3.400728685102115,-0.9028272506102815,2.16544125588663,32.77807659518038,-1.6775894526824855,1,100734.87943345662
1000.0,22.79924303929549,83.70547772828658,84.04678267382252,9.93221737231008,-8.52313661173822,2.0174545229211502,2.698098371421582,37.11301274273795,-4.620194427981026,2,95126.15074911845
1000.0,20.017367493755003,85.37288592205788,85.34930617540785,9.174931111233988,-9.494754484532017,1.3943716093979246,1.8276686804447273,36.77923579264616,-2.4797944257554416,3,72243.58447589734
1000.0,21.452149869244245,83.54868443528132,83.49321776443402,7.71354447790375,-3.2600391825150483,-3.46486835315593,-0.8294396738868326,28.841849727933234,-2.6346733557163287,4,106203.67544873481
CV: ,481951.35786058824,Lambda: ,1000.0,Alpha: ,0.8
10000.0,7.212966063098253,14.184251922589194,14.258243625099393,1.7693595130620985,0.13257653383600254,0.0,0.5363052441221001,4.593436488924949,0.31908976528292693,0,205446.763653661
10000.0,7.92119553062756,14.535981706100626,14.555049844257256,1.4815192937405985,0.09819471522239259,-0.10978510846535822,0.1418370093743668,4.290691887556098,0.0,1,175259.47900794348
10000.0,7.143855443919121,14.30290276587446,14.351313743858428,1.422263266049676,-0.5773078075955044,0.06895641384464811,0.728904397969426,4.97569468443557,-0.45429005444719467,2,184166.45069096363
10000.0,6.711331473449171,14.429273487508297,14.44493518132059,1.1834438478809832,-0.5440310554634565,0.10517554179155574,0.09957192517150866,4.760246404640951,-0.12330496390456873,3,159745.60923962825
10000.0,6.968348365743761,14.19485886577751,14.202155229969549,1.0619360746660038,0.16738295478200382,-0.6621393197068687,-0.039980752631840026,3.5784018319912443,-0.1178646151613509,4,204188.53943328295
CV: ,928806.8420254792,Lambda: ,10000.0,Alpha: ,0.8
100000.0,0.716604158152634,1.4293232533522668,1.4370363394458314,0.07383986372742052,0.0,0.0,0.0,0.3692206294961755,0.0,0,230877.74460293917
100000.0,0.7934455299833136,1.4685928007826872,1.4708449748587369,0.04264075576935717,0.0,0.0,0.0,0.33222685876860725,0.0,1,193308.0562316919
100000.0,0.7089081654553222,1.4412851540638552,1.4463398959056317,0.03949850626378051,0.0,0.0,0.0,0.4049409917429103,0.0,2,207702.89869369075
100000.0,0.6625275793688885,1.4522404696233957,1.4540814746923962,0.011318970034238193,0.0,0.0,0.0,0.3787253664678944,0.0,3,183553.51671279437
100000.0,0.6903466933245289,1.4286403510248902,1.4296058705891217,0.0011519664693800762,0.0,0.0,0.0,0.25475312298878644,0.0,4,228068.83988596027
CV: ,1043511.0561270765,Lambda: ,100000.0,Alpha: ,0.8
1000000.0,0.0,0.03178264305607581,0.03255522444797094,0.0,0.0,0.0,0.0,0.0,0.0,0,233792.85286391323
1000000.0,0.0,0.03576108962268962,0.035987910025232904,0.0,0.0,0.0,0.0,0.0,0.0,1,195344.12197815446
1000000.0,0.0,0.032980816130744606,0.03348684275835061,0.0,0.0,0.0,0.0,0.0,0.0,2,210412.934978172
1000000.0,0.0,0.03405982183919638,0.03424479948730108,0.0,0.0,0.0,0.0,0.0,0.0,3,186270.73325627402
1000000.0,0.0,0.031694811024756825,0.03179171953504575,0.0,0.0,0.0,0.0,0.0,0.0,4,230736.0882080132
CV: ,1056556.731284527,Lambda: ,1000000.0,Alpha: ,0.8
"
"
Alpha: 1
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
0.01,-271.45531246681514,433.38841914933926,170.35182462284044,23.16093672957936,-6.6773574101044035,-6.71767329430256,-5.595033005755994,128.16239038327333,-2.3874212047495305,0,10996.616926317702
0.01,-286.6035795421907,519.7767729347718,118.04683162347321,26.507498453211433,-9.885791386010144,-3.1819578288124046,-0.5333110170568799,129.11111613153898,-2.7372430544168376,1,11230.357196828936
0.01,-264.32066596847903,419.29375887191077,185.0752309942666,26.364716507776908,-13.693243380321555,-3.2696523348512283,-8.519776436583841,130.53264789357462,-5.508126159136649,2,10207.978906721533
0.01,-269.27686354573575,439.24954105945227,172.59567725867137,24.321589769636685,-15.046002982201534,-2.957497217719036,-6.490171796970832,133.78546542376972,-0.43019999621889116,3,8827.389176357246
0.01,-279.53446044649735,416.6113134062261,201.34911773878605,21.238306575945693,-8.890023287736343,-1.4263901422611598,-4.857349394134308,116.92243892120727,-6.4537678521777435,4,8695.610099703388
CV: ,49957.952305928804,Lambda: ,0.01,Alpha: ,1
0.1,-271.01676641057867,417.7216406177754,185.62174759906432,22.518877428318202,-6.704877081366855,-6.60584523934275,-5.52492042974633,127.98563622952258,-2.460353984822432,0,10997.530846369626
0.1,-286.29663484587917,495.6187741014253,141.8969770312219,25.55375867122183,-9.934964061167916,-3.029969434915908,-0.6026680550360665,128.89083101543744,-2.8517537625957363,1,11165.25127526115
0.1,-263.8706053348606,404.633776723449,199.33130880038712,25.710428918750644,-13.766052972303823,-3.191748000019903,-8.483569504068202,130.4198253248153,-5.6477052515633765,2,10233.007008068005
0.1,-269.0019905675038,423.53530449413495,188.02302594275454,23.66261440895899,-15.055443316873495,-2.879308281169862,-6.488267983330358,133.66728019523404,-0.5461252264413523,3,8827.15969205336
0.1,-279.1770103080393,403.32480240218956,214.29467021069564,20.688036194415293,-8.945539553916019,-1.3685193816867787,-4.862248738879021,116.80096894662631,-6.57325692928828,4,8716.14487620784
CV: ,49939.09369795998,Lambda: ,0.1,Alpha: ,1
1.0,-266.9127604597929,353.3519119383162,246.06538653830668,20.086452832900033,-6.964009987996874,-6.088098667809288,-5.143015073668605,126.94683708005022,-2.7122678962414457,0,11030.906840561547
1.0,-282.30985132968584,398.07777791012495,235.44163469119488,21.888617891786687,-10.26925759997933,-2.4261034194675277,-0.808100348895626,127.68478929694865,-3.344180230411864,1,10928.67827219323
1.0,-259.82361658807696,346.3058451005765,253.77777309014613,23.208235325694627,-14.225998563615613,-2.8020118754714685,-8.287509810907197,129.734015759046,-6.256893574869439,2,10417.023638586938
1.0,-265.7029810376973,359.3906187813751,248.82235445492793,21.077791408325783,-15.302205938450985,-2.5322477520941895,-6.3724395625221115,132.93969118688744,-1.0724671755070503,3,8834.521647313497
1.0,-275.373747866272,350.68788664304753,263.18111254685647,18.619486033996655,-9.319272713679453,-1.1687628239664953,-4.842291335250463,116.05325156298629,-7.072050078540759,4,8824.691218581536
CV: ,50035.82161723675,Lambda: ,1.0,Alpha: ,1
10.0,-231.50851852666102,289.52675419516135,274.3833007171693,20.37423462551396,-9.08116751838762,-4.795546521592552,-3.4908353659191707,121.46810497413284,-2.3055947357493136,0,11825.560591719219
10.0,-241.83680290612497,309.73825974689294,282.8059865546047,20.964437416380086,-12.264938121025331,-2.00466491208079,-0.00999343677534937,122.10899453871396,-4.163250770225031,1,11288.216767005186
10.0,-225.69846167490465,288.86544318633065,276.63297050200373,22.031544283870957,-16.821269545410786,-1.378803547524778,-7.367859102361283,125.66518849427814,-7.5330577213037095,2,11994.039599842174
10.0,-232.75562647813567,296.91931034383913,277.9523857787694,19.937241406826104,-18.23354313810198,-1.8074726202390758,-4.810477985664126,128.6551729278573,-2.280513774558715,3,9105.628701409947
10.0,-239.8401813554137,296.26964675196837,281.5559970705827,17.882525765504568,-11.593461851396599,-1.3666907786053237,-4.314072901013198,111.54943708029766,-7.870773571545748,4,9649.424811573968
CV: ,53862.870471550494,Lambda: ,10.0,Alpha: ,1
